ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
363,18.467868,77.393879,9.4,-50.1,6.95,4.06,Negativno,Ne
364,18.480676,77.396042,2.6,-73.2,7.48,4.31,Negativno,Ne
365,18.480904,77.387137,3.4,-44.2,7.44,0.88,Negativno,Ne
366,18.477975,77.398972,12.8,-42.3,6.55,0.86,Negativno,Ne
367,18.464019,77.387054,10.3,-58.0,7.35,0.15,Negativno,Da
368,18.471239,77.397791,11.5,-43.5,7.0,2.82,Negativno,Ne
369,18.488933,77.398428,12.5,-60.8,6.83,0.12,Negativno,Ne
370,18.491952,77.376871,11.8,-49.0,7.84,2.18,Negativno,Ne
371,18.492394,77.394744,10.9,-59.9,7.97,4.61,Negativno,Ne
372,18.480207,77.373877,1.3,-62.9,7.38,5.84,Pozitivno,Ne
373,18.476961,77.380795,2.9,-46.2,6.83,1.42,Negativno,Ne
374,18.480605,77.39809,3.8,-53.7,6.76,2.93,Negativno,Ne
375,18.479144,77.393013,8.2,-60.0,6.88,1.09,Negativno,Ne
376,18.473123,77.375163,1.8,-61.2,7.48,1.82,Negativno,Ne
377,18.482117,77.380142,4.0,-54.8,6.85,5.27,Negativno,Ne
378,18.491089,77.40371,8.4,-62.6,7.5,3.19,Negativno,Ne
379,18.490114,77.391773,7.1,-55.6,7.12,1.69,Negativno,Ne
380,18.478114,77.399509,9.8,-27.4,6.0,3.76,Negativno,Ne
381,18.483594,77.376124,13.4,-43.8,6.63,3.8,Negativno,Ne
382,18.472431,77.395067,2.1,-73.0,6.4,0.43,Negativno,Ne
383,18.493199,77.397681,6.8,-49.8,7.07,4.11,Negativno,Ne
384,18.469218,77.39301,14.8,-42.6,7.82,3.42,Negativno,Da
385,18.492215,77.400137,12.5,-65.0,7.09,5.95,Negativno,Ne
386,18.48085,77.391365,2.3,-49.1,6.95,0.64,Negativno,Da
387,18.478858,77.392015,3.1,-48.5,7.53,1.54,Negativno,Ne
388,18.480146,77.391141,7.1,-55.9,6.69,1.36,Negativno,Ne
389,18.504827,77.38739,7.8,-72.6,7.46,1.99,Negativno,Ne
390,18.481581,77.384764,8.6,-42.9,6.41,0.34,Negativno,Ne
391,18.465511,77.400074,12.1,-28.8,6.62,2.35,Negativno,Ne
392,18.485307,77.40268,13.7,-44.1,6.46,1.58,Negativno,Ne
393,18.470976,77.393185,9.9,-37.4,6.36,5.62,Negativno,Ne
394,18.483307,77.393013,6.8,-48.6,7.38,0.28,Negativno,Ne
395,18.483045,77.393409,6.7,-43.9,6.19,2.57,Negativno,Ne
396,18.493583,77.394431,9.2,-38.0,6.4,5.37,Negativno,Ne
397,18.469671,77.390623,1.7,-55.5,6.89,5.81,Negativno,Ne
398,18.485056,77.382498,14.6,-57.7,6.7,1.86,Negativno,Ne
399,18.474173,77.393635,12.3,-52.8,6.65,3.56,Pozitivno,Ne
400,18.474438,77.394652,14.8,-29.1,7.1,0.85,Negativno,Ne
401,18.475388,77.409716,14.0,-4.2,6.69,3.67,Negativno,Ne
402,18.485561,77.376426,11.9,-55.4,6.13,1.58,Negativno,Ne
403,18.498714,77.403325,11.7,-32.7,6.67,2.31,Negativno,Ne
404,18.482068,77.381183,11.9,-43.6,7.29,4.49,Negativno,Ne
405,18.487778,77.387223,1.4,-49.1,6.29,3.39,Negativno,Ne
406,18.49346,77.401316,10.8,-19.1,6.85,5.91,Negativno,Ne
407,18.47632,77.393065,8.6,-44.5,6.21,4.61,Negativno,Ne
408,18.470043,77.403144,0.1,-61.8,6.96,3.12,Negativno,Ne
409,18.477931,77.403153,11.5,-30.8,7.38,2.9,Negativno,Ne
410,18.476022,77.383999,6.8,-75.0,6.73,2.58,Negativno,Ne
411,18.503083,77.380741,3.0,-13.8,6.37,0.31,Negativno,Ne
412,18.468409,77.405009,0.2,-44.9,6.33,2.19,Negativno,Ne
413,18.491957,77.371037,9.3,-71.5,7.17,2.9,Negativno,Ne
414,18.468009,77.378568,15.0,-58.8,6.61,1.01,Negativno,Ne
415,18.481492,77.39425,5.6,-53.3,6.56,3.24,Negativno,Ne
416,18.505501,77.39397,9.2,-62.5,7.51,5.55,Negativno,Ne
417,18.474152,77.415413,4.4,-59.9,6.64,0.11,Negativno,Ne
418,18.471201,77.373378,8.0,-21.2,7.32,0.29,Negativno,Ne
419,18.478931,77.381663,7.8,-48.3,7.41,4.43,Pozitivno,Ne
420,18.480397,77.383259,9.5,-49.9,6.33,3.48,Negativno,Ne
421,18.490202,77.375334,0.3,-69.7,7.48,3.15,Negativno,Ne
422,18.488493,77.394643,10.3,-11.1,7.5,5.424994142660074,Pozitivno,Da
423,18.48065,77.386799,7.1,-63.1,6.99,1.11,Negativno,Ne
424,18.480462,77.401964,8.0,-54.7,6.2,5.55,Negativno,Ne
425,18.458816,77.376312,4.5,-49.7,6.7,3.43,Negativno,Ne
426,18.476346,77.394415,1.0,-59.2,7.27,5.24,Negativno,Ne
427,18.480973,77.380622,14.1,-51.3,6.43,4.03,Negativno,Ne
428,18.483632,77.374015,3.3,-37.2,6.27,2.75,Negativno,Da
429,18.472645,77.392518,11.8,-43.6,6.65,3.55,Negativno,Ne
430,18.473174,77.369538,10.9,-36.4,6.96,0.75,Negativno,Ne
431,18.457238,77.391555,10.4,-55.9,6.93,3.7,Negativno,Ne
432,18.49214,77.394109,12.6,-40.4,7.55,5.51,Negativno,Ne
433,18.487106,77.364692,11.2,-47.0,6.6,2.17,Negativno,Ne
434,18.476821,77.391948,9.6,-46.3,6.86,1.49,Negativno,Ne
435,18.47033,77.389198,11.5,-58.8,6.96,4.1,Negativno,Ne
436,18.477599,77.385452,11.3,-66.4,6.95,2.69,Pozitivno,Ne
437,18.462239,77.395055,10.9,-62.5,6.52,5.2,Negativno,Ne
438,18.494882,77.37677,11.2,-57.7,6.86,2.82,Negativno,Ne
439,18.48107,77.394736,10.2,-37.7,7.46,0.17,Negativno,Ne
440,18.45942,77.383009,9.2,-25.3,7.23,2.92,Negativno,Ne
441,18.480436,77.410687,10.0,-27.0,7.19,1.89,Negativno,Ne
442,18.487872,77.391754,5.9,-32.5,7.27,5.88,Negativno,Ne
443,18.461602,77.391754,2.7,-42.8,6.96,4.46,Negativno,Ne
444,18.471564,77.390187,9.6,-25.9,6.25,1.29,Negativno,Ne
445,18.501322,77.394466,8.9,-50.4,6.72,4.36,Negativno,Ne
446,18.475672,77.37023,9.4,-60.5,6.96,5.18,Negativno,Ne
447,18.474438,77.372075,5.5,-54.1,7.27,5.27,Negativno,Ne
448,18.468771,77.404155,9.4,-59.5,6.6,0.49,Negativno,Ne
449,18.496474,77.393548,14.2,-67.0,7.96,2.73,Negativno,Ne
450,18.467486,77.38722,13.3,-27.1,7.63,3.7,Negativno,Ne
451,18.476876,77.398725,14.7,-73.3,7.45,0.2,Negativno,Ne
452,18.472845,77.403182,9.4,-33.8,6.8,4.87,Negativno,Ne
453,18.47789,77.380795,5.4,-6.3,6.71,0.74,Negativno,Ne
454,18.486992,77.39454,6.2,-9.5,7.8,10.464994142660077,Pozitivno,Da
455,18.468916,77.38087,14.4,-18.6,6.9,10.457998357952285,Pozitivno,Da
456,18.476754,77.390225,11.1,-65.7,6.57,1.72,Negativno,Ne
457,18.478085,77.396924,1.5,-37.6,7.18,2.9,Negativno,Ne
458,18.477867,77.380672,10.8,-35.9,7.18,2.87,Negativno,Ne
459,18.487066,77.402318,1.0,-36.2,7.27,1.71,Negativno,Ne
460,18.487,77.388083,8.9,-38.5,6.83,4.4,Negativno,Ne
461,18.47765,77.387108,2.8,-52.7,7.39,3.59,Negativno,Ne
462,18.487372,77.398592,4.6,-38.4,7.06,0.49,Negativno,Ne
463,18.475988,77.391766,12.2,-11.7,7.04,2.59,Negativno,Ne
464,18.488767,77.39768,14.3,-45.5,7.24,0.33,Negativno,Ne
465,18.493806,77.379121,7.6,-62.7,6.23,0.34,Negativno,Ne
466,18.469017,77.382712,12.6,-6.3,6.66,7.937998357952285,Pozitivno,Da
467,18.463681,77.381168,0.5,-61.3,7.51,2.54,Negativno,Da
468,18.471328,77.402877,14.5,-37.8,7.15,4.96,Negativno,Ne
469,18.480436,77.38769,5.0,-63.3,6.92,4.9,Negativno,Ne
470,18.466462,77.386104,13.2,-82.3,7.52,2.99,Negativno,Ne
471,18.482967,77.372241,5.2,-46.4,6.57,2.4,Negativno,Ne
472,18.473716,77.391089,3.3,-46.2,7.24,3.87,Negativno,Ne
473,18.471921,77.385578,11.6,-26.6,7.36,5.05,Negativno,Ne
474,18.465379,77.382212,12.0,-50.5,7.37,2.62,Pozitivno,Ne
475,18.493275,77.398352,8.9,-54.1,6.96,1.37,Negativno,Ne
476,18.495358,77.396301,10.0,-57.2,6.36,1.3,Pozitivno,Ne
477,18.495388,77.401152,6.2,-45.8,7.09,0.35,Negativno,Ne
478,18.491591,77.380891,2.9,-48.5,6.56,2.19,Negativno,Ne
479,18.490932,77.39904,0.2,-28.1,6.68,0.63,Negativno,Ne
480,18.487429,77.392873,2.4,-14.9,7.15,7.624994142660074,Pozitivno,Da
482,18.499324,77.388316,2.4,-59.0,7.21,0.36,Negativno,Ne
483,18.470458,77.389892,14.9,-42.5,7.77,0.3,Negativno,Ne
484,18.495213,77.387483,0.8,-41.5,6.95,4.14,Negativno,Ne
485,18.479516,77.379741,8.0,-49.3,6.53,0.28,Negativno,Ne
486,18.484673,77.400852,7.6,-54.5,7.19,4.29,Negativno,Ne
487,18.476848,77.398453,14.8,-64.5,6.89,3.02,Negativno,Ne
488,18.482941,77.385535,11.8,-53.4,6.91,5.11,Negativno,Ne
489,18.482969,77.36459,11.9,-11.4,6.9,9.486087818843137,Pozitivno,Da
490,18.493484,77.382577,2.4,-31.6,7.11,5.4,Negativno,Ne
491,18.488874,77.383471,9.3,-48.0,6.4,5.38,Negativno,Ne
492,18.490524,77.388706,4.6,-70.0,6.42,0.38,Negativno,Ne
493,18.475683,77.394578,11.6,-41.9,7.33,0.26,Negativno,Ne
494,18.476329,77.389733,0.9,-50.2,6.94,5.63,Negativno,Ne
495,18.466072,77.372038,3.1,-37.6,6.88,3.76,Negativno,Ne
496,18.4658,77.367661,10.8,-48.6,7.18,1.42,Negativno,Ne
497,18.474936,77.386239,11.0,-58.5,6.19,0.28,Negativno,Ne
498,18.458286,77.391689,12.5,-43.3,6.64,0.57,Negativno,Ne
499,18.469635,77.405503,14.5,-60.1,7.75,3.85,Negativno,Ne
500,18.477099,77.382049,9.4,-63.9,7.47,0.15,Negativno,Ne
501,18.477612,77.400219,7.8,-68.2,7.21,0.21,Negativno,Ne
502,18.480811,77.385575,13.4,-35.7,6.98,4.22,Negativno,Ne
503,18.49115,77.397328,13.1,-30.6,7.12,2.88,Negativno,Ne
504,18.481893,77.387312,0.6,-35.3,6.8,1.59,Negativno,Ne
505,18.460976,77.374008,6.4,-53.1,7.7,1.52,Negativno,Ne
506,18.478424,77.390931,7.1,-61.4,6.93,4.72,Negativno,Ne
507,18.479049,77.393245,11.9,-35.3,6.73,5.89,Negativno,Ne
508,18.476581,77.383403,5.5,-78.4,7.27,3.44,Negativno,Ne
509,18.484298,77.399853,10.2,-49.5,5.91,1.47,Negativno,Ne
510,18.477742,77.393388,1.6,-61.9,6.91,3.89,Pozitivno,Ne
511,18.49977,77.376635,4.9,-56.6,7.42,5.85,Negativno,Ne
512,18.473855,77.376533,6.5,-45.0,6.03,5.31,Negativno,Ne
513,18.487652,77.396792,5.3,-41.0,7.1,1.05,Negativno,Ne
514,18.495957,77.38346,13.6,-37.0,7.06,5.99,Negativno,Ne
515,18.462069,77.39335,13.2,-30.7,6.23,1.81,Negativno,Ne
516,18.455159,77.410105,1.0,-25.2,7.02,3.89,Negativno,Ne
517,18.499075,77.375704,1.9,-38.6,6.78,4.0,Negativno,Ne
518,18.499937,77.384923,8.7,-64.5,7.43,5.89,Negativno,Ne
519,18.490047,77.387186,2.6,-37.6,6.79,3.08,Negativno,Ne
520,18.496312,77.390326,2.5,-42.7,7.45,3.5,Negativno,Ne
521,18.491325,77.402783,12.2,-51.7,7.63,5.24,Negativno,Ne
522,18.462655,77.388887,13.4,-53.8,7.39,4.61,Negativno,Ne
523,18.49542,77.372795,5.3,-40.7,6.7,5.86,Negativno,Ne
524,18.488942,77.398236,11.8,-52.8,7.39,5.48,Negativno,Ne
525,18.461826,77.390688,14.8,-25.1,7.26,3.68,Negativno,Ne
526,18.471316,77.387094,2.3,-40.5,6.76,1.39,Negativno,Ne
527,18.486908,77.384051,10.1,-49.3,6.9,0.66,Negativno,Ne
528,18.493272,77.390374,1.9,-39.1,6.86,5.99,Negativno,Ne
529,18.483142,77.396585,7.0,-25.2,7.25,1.38,Negativno,Ne
530,18.49721,77.387129,6.8,-39.9,7.12,0.59,Negativno,Ne
531,18.499311,77.398821,9.5,-72.7,6.28,3.37,Negativno,Ne
532,18.47032,77.400566,0.8,-66.2,7.13,5.24,Negativno,Ne
533,18.484782,77.369305,12.8,-39.6,6.46,0.91,Negativno,Ne
534,18.474042,77.392564,7.3,-86.4,7.29,2.37,Negativno,Ne
535,18.476263,77.382108,0.6,-67.5,6.98,1.83,Negativno,Ne
536,18.486173,77.381487,6.7,-66.9,6.58,3.09,Negativno,Ne
537,18.475989,77.392016,5.6,-76.5,7.39,5.04,Negativno,Ne
538,18.469281,77.387845,1.3,-45.4,6.93,5.62,Negativno,Ne
539,18.487098,77.396256,11.5,-26.6,7.07,1.42,Negativno,Ne
540,18.467507,77.400377,0.2,-45.2,6.11,2.03,Negativno,Ne
541,18.496977,77.384557,3.4,-49.5,7.03,4.62,Negativno,Ne
542,18.469527,77.383249,9.5,-51.5,7.22,0.47,Negativno,Ne
543,18.490535,77.383656,9.0,-60.3,8.04,3.85,Negativno,Ne
544,18.466873,77.396808,14.5,-48.0,6.31,3.21,Negativno,Ne
545,18.487269,77.403156,8.6,-70.7,6.65,3.95,Pozitivno,Ne
546,18.462097,77.38996,7.1,-49.1,7.77,5.3,Negativno,Ne
547,18.455345,77.392582,1.5,-63.1,6.6,5.33,Negativno,Ne
548,18.491644,77.393281,9.6,-34.4,6.18,4.26,Negativno,Ne
549,18.485012,77.390437,1.2,-35.1,6.55,1.92,Negativno,Ne
550,18.492986,77.400498,2.2,-14.7,6.8,3.91,Negativno,Ne
551,18.464672,77.390554,5.6,-54.4,6.41,2.45,Negativno,Ne
552,18.473369,77.399543,7.6,-52.5,7.13,5.87,Pozitivno,Ne
553,18.488455,77.381576,11.5,-55.2,7.16,4.03,Negativno,Ne
554,18.480984,77.385766,9.9,-62.4,6.87,1.16,Negativno,Ne
555,18.456746,77.378307,1.5,-43.3,7.04,3.63,Negativno,Ne
556,18.466309,77.384556,4.9,-67.5,6.15,3.27,Negativno,Ne
557,18.467409,77.402901,1.9,-39.7,6.96,4.95,Pozitivno,Ne
558,18.480435,77.390256,1.5,-15.1,5.96,0.19,Negativno,Ne
559,18.496697,77.388799,8.7,-46.5,6.14,3.68,Negativno,Ne
560,18.483542,77.384013,3.7,-50.8,7.24,3.26,Negativno,Ne
561,18.479567,77.375179,11.6,-29.7,6.59,1.8,Negativno,Ne
562,18.470021,77.410542,13.3,-38.5,6.5,2.88,Negativno,Ne
563,18.488801,77.383296,14.5,-52.8,8.04,5.25,Negativno,Ne
564,18.481971,77.387585,5.2,-50.9,8.17,3.83,Negativno,Ne
565,18.470432,77.385439,7.7,-55.6,6.81,1.95,Negativno,Ne
566,18.503923,77.388267,0.4,-26.2,6.57,2.85,Negativno,Ne
567,18.467341,77.382414,9.7,-48.6,7.84,3.53,Negativno,Ne
568,18.49676,77.406558,0.8,-64.4,7.29,2.19,Pozitivno,Ne
569,18.483608,77.384208,8.9,-51.2,6.98,5.34,Negativno,Ne
570,18.485824,77.388042,5.8,-45.3,6.54,1.1,Negativno,Ne
571,18.467435,77.397878,5.1,-44.7,7.31,0.69,Negativno,Ne
572,18.474559,77.395999,12.2,-60.3,8.02,4.21,Negativno,Ne
573,18.475053,77.413681,1.2,-50.5,6.49,0.43,Negativno,Ne
574,18.479403,77.402598,10.9,-34.1,7.06,5.64,Negativno,Ne
575,18.464671,77.38448,11.3,-57.0,6.67,4.68,Negativno,Ne
576,18.473586,77.397512,1.0,-46.0,7.57,0.45,Negativno,Ne
577,18.481631,77.398692,11.6,-50.6,6.71,1.36,Negativno,Da
578,18.468842,77.391533,14.1,-48.7,7.25,5.0,Negativno,Ne
579,18.488791,77.378452,0.7,-57.5,6.13,5.83,Negativno,Ne
580,18.479958,77.387048,13.9,-44.6,6.98,3.25,Negativno,Ne
581,18.486628,77.406204,10.6,-78.7,6.9,2.29,Negativno,Ne
582,18.486253,77.401456,12.9,-52.1,6.25,3.79,Negativno,Ne
583,18.483168,77.398027,5.2,-44.8,7.2,3.67,Negativno,Ne
584,18.476575,77.386512,14.9,-83.0,6.69,5.32,Negativno,Ne
585,18.470284,77.38625,13.0,-70.7,7.41,2.35,Pozitivno,Ne
586,18.470992,77.379634,12.8,-47.1,6.4,4.42,Negativno,Ne
587,18.478523,77.398976,3.7,-42.5,6.86,5.39,Negativno,Ne
588,18.482641,77.377766,10.5,-53.4,6.82,3.12,Negativno,Ne
589,18.472911,77.377578,7.1,-51.4,6.31,0.88,Negativno,Ne
590,18.488959,77.410612,2.7,-55.3,6.52,2.37,Negativno,Ne
591,18.46034,77.388913,9.7,-55.0,6.25,2.39,Negativno,Ne
592,18.474767,77.393686,13.0,-76.0,6.67,4.05,Negativno,Ne
593,18.488965,77.379105,9.2,-41.2,6.77,1.73,Negativno,Ne
594,18.488294,77.398849,10.2,-65.5,6.73,0.93,Negativno,Ne
595,18.486035,77.367283,1.2,-44.0,7.3,4.63,Negativno,Da
596,18.491025,77.383034,0.5,-12.9,7.05,0.23,Negativno,Ne
597,18.483092,77.381011,7.4,-63.4,7.41,5.18,Negativno,Ne
598,18.478943,77.377309,11.2,-51.1,6.42,3.15,Negativno,Ne
599,18.476684,77.392361,3.0,-64.2,7.45,5.44,Negativno,Da
600,18.483495,77.38038,1.8,-47.9,5.73,4.25,Negativno,Ne
601,18.4923,77.389465,7.7,-49.4,7.84,1.85,Negativno,Ne
602,18.475286,77.389627,2.5,-53.4,7.72,1.53,Negativno,Ne
603,18.479214,77.397046,14.8,-59.3,6.35,3.34,Pozitivno,Ne
604,18.464379,77.383102,11.3,-49.7,7.37,0.21,Pozitivno,Ne
605,18.46766,77.392047,10.4,-50.5,6.89,5.09,Negativno,Ne
606,18.482304,77.399963,3.9,-61.6,7.21,5.37,Pozitivno,Ne
607,18.450043,77.405152,10.8,-25.7,6.06,1.25,Negativno,Ne
608,18.484986,77.401716,3.3,-51.1,7.03,3.27,Negativno,Ne
609,18.480739,77.397133,12.9,-38.3,6.61,5.13,Negativno,Ne
610,18.485419,77.399741,1.6,-59.4,6.23,1.59,Negativno,Ne
611,18.464978,77.38794,2.8,-72.5,6.33,4.66,Negativno,Da
612,18.497081,77.38853,9.0,-40.6,6.79,1.04,Negativno,Ne
613,18.494532,77.396179,8.7,-67.3,6.56,4.12,Pozitivno,Ne
614,18.484335,77.392269,4.6,-45.6,7.46,1.32,Negativno,Ne
616,18.475073,77.399587,8.1,-43.6,6.78,2.01,Negativno,Ne
617,18.482575,77.382996,8.6,-67.6,7.81,1.79,Negativno,Ne
618,18.47895,77.394,6.3,-19.7,6.75,2.25,Negativno,Ne
619,18.4716,77.388743,3.0,-66.7,7.38,0.3,Negativno,Ne
620,18.470344,77.39226,9.6,-36.9,6.37,3.34,Negativno,Ne
621,18.464118,77.394498,9.8,-53.9,7.08,4.2,Negativno,Ne
622,18.481245,77.373143,6.1,-49.7,6.63,3.23,Negativno,Ne
623,18.481343,77.373054,14.3,-63.6,7.93,1.83,Negativno,Ne
624,18.483363,77.383198,14.0,-65.3,6.21,3.14,Negativno,Ne
625,18.485338,77.40357,10.7,-53.1,7.07,4.62,Negativno,Ne
626,18.465567,77.402155,1.9,-57.2,8.03,5.66,Negativno,Ne
627,18.484103,77.397166,9.3,-38.0,6.64,2.51,Negativno,Ne
628,18.483802,77.384455,6.0,-40.9,6.32,0.22,Negativno,Ne
629,18.472074,77.387566,7.1,-48.2,6.85,5.22,Negativno,Ne
630,18.460857,77.381492,13.1,-54.3,7.07,5.8,Negativno,Ne
631,18.477919,77.394506,9.5,-35.0,7.18,4.35,Negativno,Ne
632,18.489325,77.385399,13.6,-39.6,6.41,4.98,Pozitivno,Ne
633,18.49481,77.399177,8.7,-49.3,6.38,2.58,Negativno,Ne
634,18.474199,77.382353,0.4,-75.5,7.16,2.26,Negativno,Da
635,18.464457,77.392887,13.0,-51.8,6.95,4.73,Negativno,Ne
636,18.501399,77.395224,12.4,-29.7,7.34,0.18,Negativno,Ne
637,18.482667,77.370492,2.6,-33.9,6.69,0.72,Negativno,Ne
638,18.485857,77.406943,8.9,-45.3,6.88,4.63,Negativno,Ne
639,18.492528,77.398253,5.1,-32.0,7.05,2.38,Negativno,Ne
640,18.472194,77.404412,14.8,-50.7,6.56,0.4,Negativno,Ne
641,18.459719,77.397225,3.8,-53.9,6.81,3.06,Negativno,Ne
642,18.473255,77.388826,10.3,-46.7,6.64,2.57,Negativno,Ne
643,18.484374,77.401616,8.1,-41.5,7.35,1.84,Negativno,Ne
644,18.475586,77.401022,11.7,-62.8,7.15,3.84,Negativno,Ne
645,18.480925,77.402114,9.2,-55.0,6.77,5.83,Negativno,Ne
646,18.488958,77.396451,14.0,-37.2,7.37,3.02,Negativno,Ne
647,18.488214,77.393763,3.3,-16.4,6.52,8.494994142660074,Pozitivno,Da
648,18.486886,77.41718,8.4,-33.9,7.39,3.35,Negativno,Ne
649,18.478448,77.389722,12.6,-65.4,7.6,5.58,Negativno,Ne
650,18.47422,77.380942,10.1,-61.5,7.41,1.57,Negativno,Ne
651,18.47392,77.391459,2.2,-69.9,6.22,4.21,Negativno,Ne
652,18.459316,77.391529,9.6,-49.9,7.15,0.71,Negativno,Da
653,18.486826,77.389396,4.8,-43.9,7.32,3.61,Negativno,Ne
654,18.470457,77.387169,9.7,-44.8,7.02,0.23,Negativno,Ne
655,18.474356,77.378703,1.2,-35.4,6.49,0.4,Negativno,Ne
656,18.484946,77.393791,2.1,-38.6,7.56,3.97,Negativno,Da
657,18.483582,77.394998,4.5,-27.8,6.53,4.18,Negativno,Ne
658,18.472846,77.39154,7.6,-50.4,5.65,1.89,Negativno,Ne
659,18.465619,77.384688,6.0,-58.6,6.07,4.83,Negativno,Ne
660,18.481153,77.390044,10.6,-66.5,6.49,3.4,Negativno,Ne
661,18.478805,77.403556,12.4,-67.0,7.09,3.84,Negativno,Ne
662,18.464823,77.373952,5.8,-49.8,6.73,0.66,Negativno,Ne
663,18.470023,77.392209,9.2,-66.7,7.08,3.73,Negativno,Ne
664,18.485076,77.393931,13.7,-60.8,6.7,5.33,Negativno,Da
665,18.468238,77.402531,14.4,-44.6,7.3,1.62,Negativno,Ne
666,18.474424,77.392276,4.1,-38.9,7.13,4.42,Negativno,Ne
667,18.494014,77.387837,4.0,-56.3,7.2,2.45,Negativno,Ne
668,18.490896,77.398108,6.6,-37.0,7.25,1.71,Negativno,Ne
669,18.476009,77.403214,5.1,-42.8,7.37,4.22,Negativno,Ne
670,18.468035,77.393386,4.6,-73.3,6.91,2.44,Negativno,Ne
671,18.480365,77.397148,7.6,-63.8,7.79,4.18,Negativno,Ne
672,18.478896,77.382562,0.8,-70.4,6.46,5.37,Negativno,Ne
673,18.489755,77.376809,4.1,-71.7,8.05,3.73,Negativno,Ne
674,18.481454,77.388505,0.2,-51.2,6.84,1.6,Negativno,Ne
675,18.476608,77.382321,4.2,-31.6,7.3,2.99,Negativno,Da
676,18.474201,77.377969,4.6,-44.4,7.42,2.49,Negativno,Ne
677,18.488763,77.387707,9.4,-49.9,6.32,5.66,Negativno,Ne
678,18.47262,77.385711,6.7,-37.1,6.89,4.11,Negativno,Ne
679,18.472291,77.39328,5.6,-64.2,6.35,3.89,Pozitivno,Ne
680,18.47318,77.406769,7.9,-54.4,6.89,0.9,Negativno,Ne
681,18.489596,77.378119,10.7,-27.2,6.44,1.54,Negativno,Ne
682,18.482826,77.3955,3.6,-56.7,6.81,4.87,Negativno,Ne
683,18.487751,77.414477,8.5,-66.5,7.77,3.23,Negativno,Da
684,18.467921,77.37582,10.1,-80.7,5.95,4.72,Negativno,Ne
685,18.475458,77.400722,13.7,-68.7,6.62,4.82,Negativno,Ne
686,18.478073,77.3904,5.1,-30.9,6.38,4.16,Negativno,Ne
687,18.48659,77.393139,11.6,-19.5,6.65,6.434994142660074,Pozitivno,Da
688,18.476992,77.396577,11.7,-66.2,7.35,2.29,Negativno,Ne
689,18.475033,77.390032,3.9,-58.6,6.88,3.91,Negativno,Ne
690,18.488926,77.380556,0.4,-44.8,6.81,4.97,Negativno,Ne
691,18.506535,77.395682,6.8,-39.5,6.41,5.71,Negativno,Ne
692,18.480065,77.408042,14.7,-49.3,7.58,3.65,Negativno,Ne
693,18.481269,77.3843,0.4,-75.6,7.3,3.41,Pozitivno,Ne
694,18.47738,77.388557,0.7,-29.2,6.64,1.64,Negativno,Ne
695,18.498977,77.396502,12.9,-50.2,7.44,0.75,Negativno,Ne
696,18.500415,77.387578,13.4,-39.2,6.57,5.92,Negativno,Ne
697,18.478399,77.39672,14.7,-27.4,6.74,5.6,Negativno,Ne
698,18.465331,77.374376,5.3,-32.2,6.38,3.86,Negativno,Ne
699,18.473225,77.383121,1.9,-64.5,7.83,3.52,Negativno,Ne
700,18.482794,77.404777,2.8,-49.4,6.85,2.81,Negativno,Da
701,18.467761,77.380327,8.0,-15.9,6.48,9.097998357952283,Pozitivno,Da
702,18.475616,77.409662,13.5,-49.4,6.92,3.49,Negativno,Ne
703,18.47679,77.382895,1.4,-29.8,7.41,5.77,Negativno,Ne
704,18.468251,77.380848,3.5,-10.4,7.62,8.747998357952286,Pozitivno,Da
705,18.463503,77.384974,12.3,-45.6,6.34,1.92,Negativno,Ne
706,18.466512,77.383738,4.7,-35.7,6.78,3.71,Negativno,Ne
707,18.478707,77.387904,13.7,-54.0,6.82,0.54,Negativno,Ne
708,18.463805,77.427634,3.3,-57.0,7.16,4.44,Negativno,Ne
709,18.500527,77.394434,3.9,-48.5,7.01,5.93,Negativno,Ne
710,18.482836,77.392765,14.6,-59.0,6.19,3.79,Negativno,Ne
711,18.480149,77.372172,6.0,-64.9,7.64,3.83,Negativno,Ne
712,18.489084,77.40283,11.0,-28.1,7.93,3.65,Negativno,Ne
713,18.502413,77.378046,9.4,-25.5,6.98,5.18,Negativno,Ne
714,18.473517,77.376445,1.8,-31.0,7.03,2.45,Negativno,Ne
715,18.483388,77.386779,1.0,-71.9,7.83,4.36,Negativno,Ne
716,18.488116,77.386045,6.7,-49.3,7.34,3.13,Negativno,Ne
717,18.488868,77.376465,9.9,-53.8,8.56,1.51,Negativno,Ne
718,18.493468,77.370448,10.0,-25.4,6.8,3.64,Negativno,Ne
719,18.478149,77.395697,14.5,-49.8,7.25,3.16,Negativno,Ne
720,18.478608,77.380531,14.3,-24.7,7.16,1.14,Pozitivno,Ne
721,18.474083,77.386578,12.3,-69.3,7.68,3.47,Negativno,Ne
722,18.467744,77.400936,3.6,-47.7,6.18,0.37,Negativno,Ne
723,18.466346,77.372676,12.9,-31.4,7.52,0.7,Negativno,Ne
724,18.47213,77.403038,0.3,-84.5,6.34,0.58,Negativno,Ne
725,18.508969,77.383573,14.9,-64.5,6.55,2.2,Negativno,Ne
726,18.482473,77.378226,0.1,-64.5,6.74,5.35,Negativno,Ne
727,18.469298,77.38106,11.9,-9.2,7.33,10.467998357952286,Pozitivno,Da
728,18.489512,77.391254,7.1,-42.7,7.32,5.47,Negativno,Ne
